Accession_number	Start	End	Prediction_method
NC_003198	385465	401745	PredictBias
NC_003198	407663	420334	PredictBias
NC_003198	454536	460608	PredictBias
NC_003198	476417	502687	PredictBias
NC_003198	522109	535685	PredictBias
NC_003198	601650	621799	PredictBias
NC_003198	637802	658462	PredictBias
NC_003198	745574	780551	PredictBias
NC_003198	816437	836193	PredictBias
NC_003198	843412	850752	PredictBias
NC_003198	889909	898807	PredictBias
NC_003198	914718	927358	PredictBias
NC_003198	1008747	1058825	PredictBias
NC_003198	1088329	1104053	PredictBias
NC_003198	1113151	1143828	PredictBias
NC_003198	1169358	1186902	PredictBias
NC_003198	1237990	1243696	PredictBias
NC_003198	1256963	1271347	PredictBias
NC_003198	1278795	1288300	PredictBias
NC_003198	1317560	1330862	PredictBias
NC_003198	1338604	1367879	PredictBias
NC_003198	1387631	1400223	PredictBias
NC_003198	1455055	1496579	PredictBias
NC_003198	1542275	1577468	PredictBias
NC_003198	1619853	1629022	PredictBias
NC_003198	1638771	1669030	PredictBias
NC_003198	1693319	1708952	PredictBias
NC_003198	1718435	1726000	PredictBias
NC_003198	1762007	1800310	PredictBias
NC_003198	1876603	1936685	PredictBias
NC_003198	1975243	1985978	PredictBias
NC_003198	2017348	2033382	PredictBias
NC_003198	2065813	2090757	PredictBias
NC_003198	2127027	2152259	PredictBias
NC_003198	2170454	2251307	PredictBias
NC_003198	2297837	2322279	PredictBias
NC_003198	2370628	2394523	PredictBias
NC_003198	2426285	2436294	PredictBias
NC_003198	2436294	2451614	PredictBias
NC_003198	2458732	2485570	PredictBias
NC_003198	2526551	2539057	PredictBias
NC_003198	2559389	2573150	PredictBias
NC_003198	2605324	2646780	PredictBias
NC_003198	2672341	2688000	PredictBias
NC_003198	2743495	2802055	PredictBias
NC_003198	2811175	2819680	PredictBias
NC_003198	2874081	2912594	PredictBias
NC_003198	2944316	2954134	PredictBias
NC_003198	3043600	3066204	PredictBias
NC_003198	3135523	3151617	PredictBias
NC_003198	3373656	3383426	PredictBias
NC_003198	3624532	3642052	PredictBias
NC_003198	3726120	3734860	PredictBias
NC_003198	3769916	3789677	PredictBias
NC_003198	3831451	3841202	PredictBias
NC_003198	3857652	3912112	PredictBias
NC_003198	3933525	3945219	PredictBias
NC_003198	3980242	3990186	PredictBias
NC_003198	4010780	4014565	PredictBias
NC_003198	4087158	4117344	PredictBias
NC_003198	4118018	4125214	PredictBias
NC_003198	4162727	4172334	PredictBias
NC_003198	4214765	4225631	PredictBias
NC_003198	4227831	4232592	PredictBias
NC_003198	4322993	4350924	PredictBias
NC_003198	4374136	4379505	PredictBias
NC_003198	4405353	4543839	PredictBias
NC_003198	4576713	4591221	PredictBias
NC_003198	4686254	4748637	PredictBias
NC_003198	4769216	4775318	PredictBias
NC_003198	4783207	4794282	PredictBias
NC_003198	4795846	4807691	PredictBias
NC_007946	9192	19880	PredictBias
NC_007946	60562	78187	PredictBias
NC_007946	121605	131909	PredictBias
NC_007946	237565	283952	PredictBias
NC_007946	291238	359428	PredictBias
NC_007946	420642	433442	PredictBias
NC_007946	471544	482360	PredictBias
NC_007946	484766	508536	PredictBias
NC_007946	570159	587311	PredictBias
NC_007946	606407	613218	PredictBias
NC_007946	722765	741335	PredictBias
NC_007946	769095	780976	PredictBias
NC_007946	785442	795177	PredictBias
NC_007946	821389	836541	PredictBias
NC_007946	841941	851014	PredictBias
NC_007946	863965	869241	PredictBias
NC_007946	912093	952625	PredictBias
NC_007946	1052797	1085753	PredictBias
NC_007946	1096409	1150691	PredictBias
NC_007946	1171125	1189331	PredictBias
NC_007946	1348032	1353596	PredictBias
NC_007946	1360704	1374314	PredictBias
NC_007946	1424771	1434564	PredictBias
NC_007946	1465687	1481786	PredictBias
NC_007946	1509125	1522940	PredictBias
NC_007946	1537566	1551142	PredictBias
NC_007946	1673742	1683154	PredictBias
NC_007946	1804659	1811029	PredictBias
NC_007946	1847087	1861721	PredictBias
NC_007946	1883107	1911506	PredictBias
NC_007946	1992957	2001673	PredictBias
NC_007946	2025856	2216893	PredictBias
NC_007946	2227869	2262059	PredictBias
NC_007946	2285796	2317158	PredictBias
NC_007946	2324474	2331668	PredictBias
NC_007946	2365139	2371595	PredictBias
NC_007946	2427556	2437140	PredictBias
NC_007946	2506038	2532307	PredictBias
NC_007946	2593842	2653218	PredictBias
NC_007946	2690014	2723149	PredictBias
NC_007946	2758057	2765304	PredictBias
NC_007946	2965047	2973532	PredictBias
NC_007946	2985755	3009528	PredictBias
NC_007946	3023731	3031703	PredictBias
NC_007946	3040343	3062397	PredictBias
NC_007946	3100424	3135511	PredictBias
NC_007946	3152877	3158871	PredictBias
NC_007946	3290242	3322732	PredictBias
NC_007946	3410302	3427443	PredictBias
NC_007946	3590410	3598791	PredictBias
NC_007946	3614821	3622210	PredictBias
NC_007946	3629227	3636095	PredictBias
NC_007946	3673388	3684553	PredictBias
NC_007946	3733723	3743364	PredictBias
NC_007946	3814312	3824208	PredictBias
NC_007946	3840980	3890394	PredictBias
NC_007946	3891387	3899376	PredictBias
NC_007946	3902655	3912973	PredictBias
NC_007946	4008498	4072915	PredictBias
NC_007946	4080638	4120590	PredictBias
NC_007946	4136040	4146420	PredictBias
NC_007946	4257865	4267135	PredictBias
NC_007946	4311415	4349066	PredictBias
NC_007946	4398755	4411915	PredictBias
NC_007946	4449409	4473136	PredictBias
NC_007946	4587715	4596668	PredictBias
NC_007946	4598615	4607692	PredictBias
NC_007946	4657859	4681730	PredictBias
NC_007946	4693431	4698280	PredictBias
NC_007946	4774294	4860021	PredictBias
NC_007946	4922129	4936844	PredictBias
NC_007946	4979857	5032448	PredictBias
NC_007946	5041066	5047811	PredictBias
NC_007946	5057886	5064395	PredictBias
NC_002758	16115	104584	PredictBias
NC_002758	126499	149705	PredictBias
NC_002758	187280	231196	PredictBias
NC_002758	253228	266612	PredictBias
NC_002758	336945	344625	PredictBias
NC_002758	359769	369831	PredictBias
NC_002758	465543	496926	PredictBias
NC_002758	626274	636847	PredictBias
NC_002758	685357	696626	PredictBias
NC_002758	731555	750285	PredictBias
NC_002758	876310	897885	PredictBias
NC_002758	917507	960196	PredictBias
NC_002758	1020911	1029952	PredictBias
NC_002758	1079266	1087691	PredictBias
NC_002758	1178212	1186146	PredictBias
NC_002758	1203688	1214466	PredictBias
NC_002758	1214660	1223147	PredictBias
NC_002758	1291078	1298609	PredictBias
NC_002758	1306712	1322295	PredictBias
NC_002758	1383493	1397316	PredictBias
NC_002758	1414596	1424671	PredictBias
NC_002758	1652112	1661216	PredictBias
NC_002758	1695252	1702193	PredictBias
NC_002758	1753741	1766323	PredictBias
NC_002758	1860841	1866780	PredictBias
NC_002758	1908931	1915965	PredictBias
NC_002758	1938862	1942910	PredictBias
NC_002758	1947040	1958363	PredictBias
NC_002758	2069295	2085474	PredictBias
NC_002758	2088364	2138213	PredictBias
NC_002758	2144521	2156439	PredictBias
NC_002758	2279803	2308705	PredictBias
NC_002758	2315460	2322857	PredictBias
NC_002758	2476117	2480818	PredictBias
NC_002758	2547290	2553750	PredictBias
NC_002758	2615248	2645431	PredictBias
NC_002758	2721326	2726264	PredictBias
NC_002758	2780432	2790552	PredictBias
NC_002758	2795151	2808069	PredictBias
NC_002758	2811187	2832638	PredictBias
NC_010515	43676	52764	PredictBias
NC_010515	78759	95816	PredictBias
NC_010515	96834	107332	PredictBias
NC_010515	129313	154795	PredictBias
NC_010515	211965	226636	PredictBias
NC_010515	345146	356098	PredictBias
NC_010515	382370	407016	PredictBias
NC_010515	474543	487929	PredictBias
NC_010515	489947	498005	PredictBias
NC_010515	513858	542997	PredictBias
NC_010515	567754	580190	PredictBias
NC_010515	588933	597683	PredictBias
NC_010515	636034	647807	PredictBias
NC_010515	678515	708162	PredictBias
NC_010515	753647	762819	PredictBias
NC_010515	775274	785266	PredictBias
NC_010515	800722	819302	PredictBias
NC_010515	829863	851105	PredictBias
NC_010515	852005	859948	PredictBias
NC_010515	860544	874924	PredictBias
NC_010515	954663	974924	PredictBias
NC_010515	1008999	1021567	PredictBias
NC_010515	1044947	1050712	PredictBias
NC_010515	1113147	1139664	PredictBias
NC_010515	1148898	1180472	PredictBias
NC_010515	1191241	1270921	PredictBias
NC_010515	1302161	1306662	PredictBias
NC_010515	1334924	1342624	PredictBias
NC_010515	1366887	1443868	PredictBias
NC_010515	1470963	1477735	PredictBias
NC_010515	1479508	1503092	PredictBias
NC_010515	1516018	1529603	PredictBias
NC_010515	1544802	1560606	PredictBias
NC_010515	1620699	1730069	PredictBias
NC_010515	1734737	1744446	PredictBias
NC_010515	1753504	1763567	PredictBias
NC_010515	1792957	1834674	PredictBias
NC_010515	1836392	1844314	PredictBias
NC_010515	1888061	1904525	PredictBias
NC_010515	1905862	1918317	PredictBias
NC_010515	2039686	2065176	PredictBias
NC_010515	2106526	2178025	PredictBias
NC_010515	2277656	2292421	PredictBias
NC_010515	2314592	2323272	PredictBias
NC_010515	2358134	2369591	PredictBias
NC_010515	2381924	2410898	PredictBias
NC_010515	2455972	2497165	PredictBias
NC_010515	2536940	2544138	PredictBias
NC_010515	2557789	2585021	PredictBias
NC_010515	2593760	2610238	PredictBias
NC_010515	2622906	2638450	PredictBias
NC_010515	2649396	2662283	PredictBias
NC_010515	2677527	2725418	PredictBias
NC_010515	2809112	2821096	PredictBias
NC_010515	2824797	2831018	PredictBias
NC_010515	2835615	2846115	PredictBias
NC_010515	2953058	2966520	PredictBias
NC_010515	2967720	2985494	PredictBias
NC_010515	2998214	3025492	PredictBias
NC_010515	3109171	3135924	PredictBias
NC_010515	3170102	3175783	PredictBias
NC_007958	69015	73535	PredictBias
NC_007958	108557	116484	PredictBias
NC_007958	532736	555734	PredictBias
NC_007958	643190	683234	PredictBias
NC_007958	710645	737810	PredictBias
NC_007958	819375	849508	PredictBias
NC_007958	916107	931515	PredictBias
NC_007958	1132406	1152772	PredictBias
NC_007958	1325400	1354427	PredictBias
NC_007958	1429890	1437534	PredictBias
NC_007958	1556963	1562704	PredictBias
NC_007958	1657870	1697233	PredictBias
NC_007958	1731843	1755493	PredictBias
NC_007958	1788719	1798294	PredictBias
NC_007958	1828624	1840776	PredictBias
NC_007958	1864673	1919039	PredictBias
NC_007958	2092970	2108013	PredictBias
NC_007958	2197446	2230780	PredictBias
NC_007958	2249476	2264245	PredictBias
NC_007958	2281270	2288878	PredictBias
NC_007958	2362055	2434535	PredictBias
NC_007958	2483750	2500053	PredictBias
NC_007958	2537864	2561350	PredictBias
NC_007958	2572328	2590828	PredictBias
NC_007958	2606211	2612463	PredictBias
NC_007958	2671319	2680888	PredictBias
NC_007958	2692364	2711537	PredictBias
NC_007958	2802780	2824290	PredictBias
NC_007958	2898580	2907489	PredictBias
NC_007958	3041015	3066817	PredictBias
NC_007958	3093116	3104323	PredictBias
NC_007958	3212786	3226125	PredictBias
NC_007958	3236268	3251081	PredictBias
NC_007958	3339430	3352148	PredictBias
NC_007958	3376534	3387612	PredictBias
NC_007958	3510848	3551960	PredictBias
NC_007958	3553234	3563619	PredictBias
NC_007958	3585090	3598772	PredictBias
NC_007958	3677660	3693545	PredictBias
NC_007958	3779307	3797461	PredictBias
NC_007958	3884688	3903523	PredictBias
NC_007958	3937190	3944748	PredictBias
NC_007958	4021580	4028530	PredictBias
NC_007958	4048607	4086500	PredictBias
NC_007958	4099780	4106659	PredictBias
NC_007958	4278720	4309141	PredictBias
NC_007958	4368401	4427165	PredictBias
NC_007958	4524803	4532762	PredictBias
NC_007958	4607454	4620989	PredictBias
NC_007958	4643064	4657151	PredictBias
NC_007958	4689160	4699868	PredictBias
NC_007958	4770504	4796261	PredictBias
NC_007958	4814358	4830962	PredictBias
NC_007958	4838166	4846639	PredictBias
NC_006350	5488	32951	PredictBias
NC_006350	38176	48889	PredictBias
NC_006350	80033	106658	PredictBias
NC_006350	120085	126804	PredictBias
NC_006350	145390	169938	PredictBias
NC_006350	173641	179185	PredictBias
NC_006350	184424	196598	PredictBias
NC_006350	205721	212273	PredictBias
NC_006350	223564	245757	PredictBias
NC_006350	261370	298653	PredictBias
NC_006350	336467	343507	PredictBias
NC_006350	389216	395654	PredictBias
NC_006350	421177	437841	PredictBias
NC_006350	465374	475336	PredictBias
NC_006350	514322	556367	PredictBias
NC_006350	581037	675353	PredictBias
NC_006350	809196	922321	PredictBias
NC_006350	935760	947367	PredictBias
NC_006350	963171	983977	PredictBias
NC_006350	1087759	1110631	PredictBias
NC_006350	1132478	1144165	PredictBias
NC_006350	1219023	1237447	PredictBias
NC_006350	1274538	1287934	PredictBias
NC_006350	1316037	1335978	PredictBias
NC_006350	1354752	1365082	PredictBias
NC_006350	1395230	1410175	PredictBias
NC_006350	1450878	1496859	PredictBias
NC_006350	1526860	1560277	PredictBias
NC_006350	1610849	1648254	PredictBias
NC_006350	1691058	1695453	PredictBias
NC_006350	1812459	1833971	PredictBias
NC_006350	1855778	2047866	PredictBias
NC_006350	2053356	2059722	PredictBias
NC_006350	2060266	2129373	PredictBias
NC_006350	2140378	2184766	PredictBias
NC_006350	2240052	2262917	PredictBias
NC_006350	2270344	2288281	PredictBias
NC_006350	2295449	2330239	PredictBias
NC_006350	2375536	2391952	PredictBias
NC_006350	2407186	2474894	PredictBias
NC_006350	2479571	2501753	PredictBias
NC_006350	2614955	2623066	PredictBias
NC_006350	2668941	2682440	PredictBias
NC_006350	2684134	2701643	PredictBias
NC_006350	2764077	2784246	PredictBias
NC_006350	2979129	2989342	PredictBias
NC_006350	3097526	3105051	PredictBias
NC_006350	3194115	3214005	PredictBias
NC_006350	3220452	3228209	PredictBias
NC_006350	3249128	3260704	PredictBias
NC_006350	3274033	3283430	PredictBias
NC_006350	3337120	3357825	PredictBias
NC_006350	3410457	3419581	PredictBias
NC_006350	3485801	3489585	PredictBias
NC_006350	3533072	3542110	PredictBias
NC_006350	3707119	3727009	PredictBias
NC_006350	3743573	3747570	PredictBias
NC_006350	3862424	3890631	PredictBias
NC_006350	3913455	3928637	PredictBias
NC_006350	3957454	3973947	PredictBias
NC_006350	4030125	4047458	PredictBias
NC_010551	302	24594	PredictBias
NC_010551	40761	73772	PredictBias
NC_010551	109412	116578	PredictBias
NC_010551	137651	146177	PredictBias
NC_010551	191381	205489	PredictBias
NC_010551	212606	229948	PredictBias
NC_010551	266387	275387	PredictBias
NC_010551	357817	367632	PredictBias
NC_010551	404214	476617	PredictBias
NC_010551	695831	709843	PredictBias
NC_010551	709997	721487	PredictBias
NC_010551	777719	792585	PredictBias
NC_010551	819753	872893	PredictBias
NC_010551	947589	956538	PredictBias
NC_010551	959193	972276	PredictBias
NC_010551	986758	995668	PredictBias
NC_010551	1002822	1007414	PredictBias
NC_010551	1168913	1185881	PredictBias
NC_010551	1221815	1290694	PredictBias
NC_010551	1314703	1348177	PredictBias
NC_010551	1354863	1382410	PredictBias
NC_010551	1413935	1444568	PredictBias
NC_010551	1460610	1495046	PredictBias
NC_010551	1531525	1542145	PredictBias
NC_010551	1544191	1623130	PredictBias
NC_010551	1713303	1799925	PredictBias
NC_010551	1855483	1865387	PredictBias
NC_010551	1888700	1896512	PredictBias
NC_010551	1952365	1966674	PredictBias
NC_010551	2013141	2018740	PredictBias
NC_010551	2035503	2054582	PredictBias
NC_010551	2107158	2115126	PredictBias
NC_010551	2191033	2201691	PredictBias
NC_010551	2273641	2286110	PredictBias
NC_010551	2323783	2350848	PredictBias
NC_010551	2375217	2379797	PredictBias
NC_010551	2399260	2415458	PredictBias
NC_010551	2441309	2448687	PredictBias
NC_010551	2471597	2478143	PredictBias
NC_010551	2533290	2565726	PredictBias
NC_010551	2628253	2640104	PredictBias
NC_010551	2660199	2668593	PredictBias
NC_010551	2721973	2751637	PredictBias
NC_010551	2760517	2780788	PredictBias
NC_010551	2785179	2796212	PredictBias
NC_010551	2806507	2817296	PredictBias
NC_010551	2839998	2854419	PredictBias
NC_010551	2961600	2986207	PredictBias
NC_010551	2997219	3019597	PredictBias
NC_010551	3035111	3052570	PredictBias
NC_010551	3060787	3075391	PredictBias
NC_010551	3110838	3125442	PredictBias
NC_010551	3170495	3206803	PredictBias
NC_010551	3234259	3257960	PredictBias
NC_010551	3287787	3304197	PredictBias
NC_010551	3322510	3331700	PredictBias
NC_010551	3337528	3367154	PredictBias
NC_010551	3385210	3393186	PredictBias
NC_010473	10643	16960	PredictBias
NC_010473	92837	101691	PredictBias
NC_010473	119185	129530	PredictBias
NC_010473	136209	147548	PredictBias
NC_010473	203271	221565	PredictBias
NC_010473	233716	294775	PredictBias
NC_010473	348699	357739	PredictBias
NC_010473	390625	400278	PredictBias
NC_010473	414537	432960	PredictBias
NC_010473	445841	466096	PredictBias
NC_010473	474265	518641	PredictBias
NC_010473	523235	540412	PredictBias
NC_010473	552497	586064	PredictBias
NC_010473	613573	631901	PredictBias
NC_010473	636495	653672	PredictBias
NC_010473	665757	699324	PredictBias
NC_010473	772871	830847	PredictBias
NC_010473	851737	862408	PredictBias
NC_010473	878153	885387	PredictBias
NC_010473	913325	928478	PredictBias
NC_010473	933878	942970	PredictBias
NC_010473	956157	961433	PredictBias
NC_010473	997184	1004231	PredictBias
NC_010473	1049136	1057105	PredictBias
NC_010473	1114950	1159961	PredictBias
NC_010473	1180825	1199035	PredictBias
NC_010473	1236451	1245115	PredictBias
NC_010473	1247335	1268202	PredictBias
NC_010473	1287160	1300267	PredictBias
NC_010473	1313248	1318812	PredictBias
NC_010473	1319328	1373969	PredictBias
NC_010473	1386254	1401083	PredictBias
NC_010473	1446910	1456804	PredictBias
NC_010473	1493983	1513400	PredictBias
NC_010473	1553090	1566069	PredictBias
NC_010473	1609582	1621571	PredictBias
NC_010473	1651953	1678185	PredictBias
NC_010473	1702453	1742900	PredictBias
NC_010473	1896391	1927342	PredictBias
NC_010473	1937432	1967335	PredictBias
NC_010473	2055643	2065734	PredictBias
NC_010473	2097309	2166070	PredictBias
NC_010473	2178494	2217920	PredictBias
NC_010473	2236706	2254030	PredictBias
NC_010473	2259268	2279940	PredictBias
NC_010473	2298130	2303674	PredictBias
NC_010473	2312968	2319415	PredictBias
NC_010473	2378075	2389270	PredictBias
NC_010473	2400656	2412261	PredictBias
NC_010473	2461567	2489952	PredictBias
NC_010473	2540374	2544788	PredictBias
NC_010473	2548946	2581737	PredictBias
NC_010473	2643012	2663292	PredictBias
NC_010473	2744862	2749673	PredictBias
NC_010473	2833970	2897638	PredictBias
NC_010473	2919611	2940999	PredictBias
NC_010473	2967145	2984492	PredictBias
NC_010473	2987097	2998505	PredictBias
NC_010473	3279580	3295408	PredictBias
NC_010473	3355891	3364160	PredictBias
NC_010473	3384581	3411781	PredictBias
NC_010473	3476510	3484893	PredictBias
NC_010473	3507038	3514378	PredictBias
NC_010473	3551345	3569281	PredictBias
NC_010473	3571485	3581126	PredictBias
NC_010473	3609398	3616786	PredictBias
NC_010473	3672833	3728358	PredictBias
NC_010473	3744703	3753335	PredictBias
NC_010473	3806399	3812806	PredictBias
NC_010473	3812910	3826365	PredictBias
NC_010473	3886955	3901550	PredictBias
NC_010473	3917707	3950713	PredictBias
NC_010473	3992381	4019287	PredictBias
NC_010473	4137849	4160455	PredictBias
NC_010473	4219477	4229987	PredictBias
NC_010473	4298000	4316132	PredictBias
NC_010473	4334616	4357722	PredictBias
NC_010473	4371844	4388975	PredictBias
NC_010473	4411735	4420081	PredictBias
NC_010473	4422762	4432335	PredictBias
NC_010473	4445789	4475084	PredictBias
NC_010473	4484432	4508919	PredictBias
NC_010473	4518365	4523898	PredictBias
NC_010473	4572230	4579368	PredictBias
NC_010473	4592418	4614139	PredictBias
NC_010473	4625937	4638596	PredictBias
NC_010473	4678282	4684791	PredictBias
NC_009438	82489	88352	PredictBias
NC_009438	125794	136597	PredictBias
NC_009438	175384	251126	PredictBias
NC_009438	307147	337084	PredictBias
NC_009438	354269	370120	PredictBias
NC_009438	387323	393330	PredictBias
NC_009438	397183	405930	PredictBias
NC_009438	463101	489623	PredictBias
NC_009438	528363	546149	PredictBias
NC_009438	606884	653407	PredictBias
NC_009438	666155	681540	PredictBias
NC_009438	696458	702599	PredictBias
NC_009438	734051	755339	PredictBias
NC_009438	763112	770748	PredictBias
NC_009438	786580	794150	PredictBias
NC_009438	838761	852398	PredictBias
NC_009438	895244	905361	PredictBias
NC_009438	936650	945130	PredictBias
NC_009438	959260	973302	PredictBias
NC_009438	1031991	1043232	PredictBias
NC_009438	1124766	1139826	PredictBias
NC_009438	1183780	1216988	PredictBias
NC_009438	1458679	1469726	PredictBias
NC_009438	1486605	1517939	PredictBias
NC_009438	1556756	1569122	PredictBias
NC_009438	1604514	1623350	PredictBias
NC_009438	1663279	1699991	PredictBias
NC_009438	1700775	1710828	PredictBias
NC_009438	1725116	1751028	PredictBias
NC_009438	1763907	1793706	PredictBias
NC_009438	1827917	1853895	PredictBias
NC_009438	1885896	1918579	PredictBias
NC_009438	1942770	1950179	PredictBias
NC_009438	1950218	1959675	PredictBias
NC_009438	1969652	1985046	PredictBias
NC_009438	2057430	2074980	PredictBias
NC_009438	2093933	2107606	PredictBias
NC_009438	2144062	2161292	PredictBias
NC_009438	2228523	2288318	PredictBias
NC_009438	2478106	2520068	PredictBias
NC_009438	2594815	2615795	PredictBias
NC_009438	2780692	2789600	PredictBias
NC_009438	2794194	2800765	PredictBias
NC_009438	2826969	2856333	PredictBias
NC_009438	2936251	2959316	PredictBias
NC_009438	2975688	3061702	PredictBias
NC_009438	3128210	3133721	PredictBias
NC_009438	3217879	3250639	PredictBias
NC_009438	3283170	3307176	PredictBias
NC_009438	3335478	3340364	PredictBias
NC_009438	3341705	3389920	PredictBias
NC_009438	3405095	3441644	PredictBias
NC_009438	3512806	3516729	PredictBias
NC_009438	3554178	3562414	PredictBias
NC_009438	3729026	3741347	PredictBias
NC_009438	3744163	3748812	PredictBias
NC_009438	3774394	3786856	PredictBias
NC_009438	3811139	3815564	PredictBias
NC_009438	3867991	3880137	PredictBias
NC_009438	3886517	3895905	PredictBias
NC_009438	3909640	3920183	PredictBias
NC_009438	3946036	3957781	PredictBias
NC_009438	3987471	3994691	PredictBias
NC_009438	4019292	4034167	PredictBias
NC_009438	4037994	4048290	PredictBias
NC_009438	4071993	4097291	PredictBias
NC_009438	4119504	4135469	PredictBias
NC_009438	4140354	4148367	PredictBias
NC_009438	4162573	4213027	PredictBias
NC_009438	4284726	4299287	PredictBias
NC_009438	4310317	4324970	PredictBias
NC_009438	4392455	4404772	PredictBias
NC_009438	4415097	4430343	PredictBias
NC_009438	4462925	4473074	PredictBias
NC_009438	4477746	4488133	PredictBias
NC_009438	4512942	4521465	PredictBias
NC_009438	4556196	4582835	PredictBias
NC_009438	4596272	4639606	PredictBias
NC_008061	185122	249888	PredictBias
NC_008061	384921	393629	PredictBias
NC_008061	453528	478213	PredictBias
NC_008061	524856	529767	PredictBias
NC_008061	530809	564704	PredictBias
NC_008061	604496	611695	PredictBias
NC_008061	625433	677882	PredictBias
NC_008061	697189	706092	PredictBias
NC_008061	717044	729913	PredictBias
NC_008061	745158	774796	PredictBias
NC_008061	855557	867541	PredictBias
NC_008061	870069	877955	PredictBias
NC_008061	882054	892554	PredictBias
NC_008061	986191	1015184	PredictBias
NC_008061	1015190	1036563	PredictBias
NC_008061	1041862	1069224	PredictBias
NC_008061	1120375	1135081	PredictBias
NC_008061	1154307	1160038	PredictBias
NC_008061	1244745	1253833	PredictBias
NC_008061	1279784	1295828	PredictBias
NC_008061	1297825	1308343	PredictBias
NC_008061	1329162	1357239	PredictBias
NC_008061	1412999	1426319	PredictBias
NC_008061	1449577	1457297	PredictBias
NC_008061	1501717	1528786	PredictBias
NC_008061	1541873	1548742	PredictBias
NC_008061	1575028	1628240	PredictBias
NC_008061	1661842	1675228	PredictBias
NC_008061	1677246	1685304	PredictBias
NC_008061	1701157	1733188	PredictBias
NC_008061	1756410	1767490	PredictBias
NC_008061	1776233	1784983	PredictBias
NC_008061	1823299	1833398	PredictBias
NC_008061	1865807	1899915	PredictBias
NC_008061	1943524	1952684	PredictBias
NC_008061	1997757	2008216	PredictBias
NC_008061	2095697	2133320	PredictBias
NC_008061	2147162	2222212	PredictBias
NC_008061	2228499	2264745	PredictBias
NC_008061	2292861	2297353	PredictBias
NC_008061	2325622	2333611	PredictBias
NC_008061	2358357	2388373	PredictBias
NC_008061	2441690	2452008	PredictBias
NC_008061	2467236	2498214	PredictBias
NC_008061	2595548	2601052	PredictBias
NC_008061	2605722	2615431	PredictBias
NC_008061	2663907	2708585	PredictBias
NC_008061	2709126	2718224	PredictBias
NC_008061	2719000	2745617	PredictBias
NC_008061	2760777	2777228	PredictBias
NC_003923	5034	83182	PredictBias
NC_003923	103544	114274	PredictBias
NC_003923	120541	127208	PredictBias
NC_003923	147775	155335	PredictBias
NC_003923	165709	209267	PredictBias
NC_003923	231299	246409	PredictBias
NC_003923	315634	324612	PredictBias
NC_003923	341935	349819	PredictBias
NC_003923	402082	425087	PredictBias
NC_003923	470318	482022	PredictBias
NC_003923	636077	645469	PredictBias
NC_003923	657719	668984	PredictBias
NC_003923	702661	722458	PredictBias
NC_003923	838458	867495	PredictBias
NC_003923	944592	953636	PredictBias
NC_003923	1002905	1013107	PredictBias
NC_003923	1103314	1111248	PredictBias
NC_003923	1128594	1149269	PredictBias
NC_003923	1214548	1222078	PredictBias
NC_003923	1230520	1246097	PredictBias
NC_003923	1306916	1323094	PredictBias
NC_003923	1340371	1350446	PredictBias
NC_003923	1417986	1429442	PredictBias
NC_003923	1526005	1572793	PredictBias
NC_003923	1621247	1630396	PredictBias
NC_003923	1820582	1826533	PredictBias
NC_003923	1868945	1880604	PredictBias
NC_003923	1888622	1920399	PredictBias
NC_003923	1932307	1939688	PredictBias
NC_003923	2032997	2048566	PredictBias
NC_003923	2051456	2108612	PredictBias
NC_003923	2230020	2258945	PredictBias
NC_003923	2265983	2275458	PredictBias
NC_003923	2378619	2395849	PredictBias
NC_003923	2418411	2423112	PredictBias
NC_003923	2490806	2496050	PredictBias
NC_003923	2553682	2575885	PredictBias
NC_003923	2660250	2665050	PredictBias
NC_003923	2719527	2729833	PredictBias
NC_003923	2737553	2773110	PredictBias
NC_010582	197	24765	PredictBias
NC_010582	40601	57322	PredictBias
NC_010582	109601	153557	PredictBias
NC_010582	167236	180354	PredictBias
NC_010582	197133	203853	PredictBias
NC_010582	292224	304133	PredictBias
NC_010582	339016	350469	PredictBias
NC_010582	376699	425793	PredictBias
NC_010582	553557	567364	PredictBias
NC_010582	618371	641421	PredictBias
NC_010582	733727	740974	PredictBias
NC_010582	892903	904541	PredictBias
NC_010582	919827	928556	PredictBias
NC_010582	942481	968754	PredictBias
NC_010582	978119	1004593	PredictBias
NC_010582	1051582	1064510	PredictBias
NC_010582	1074296	1098821	PredictBias
NC_010582	1194805	1226307	PredictBias
NC_010582	1252190	1378353	PredictBias
NC_010582	1384923	1419094	PredictBias
NC_010582	1424137	1435542	PredictBias
NC_010582	1444876	1454645	PredictBias
NC_010582	1463741	1478972	PredictBias
NC_010582	1495416	1523912	PredictBias
NC_010582	1554326	1587859	PredictBias
NC_010582	1645985	1653237	PredictBias
NC_010582	1670077	1692139	PredictBias
NC_010582	1855373	1874573	PredictBias
NC_010582	1897102	1940586	PredictBias
NC_010582	1945755	1950509	PredictBias
NC_010582	2026259	2060299	PredictBias
NC_010582	2085480	2130729	PredictBias
NC_010582	2144711	2152851	PredictBias
NC_010582	2154560	2166139	PredictBias
NC_008600	69614	78350	PredictBias
NC_008600	263330	270076	PredictBias
NC_008600	412838	419778	PredictBias
NC_008600	495999	503591	PredictBias
NC_008600	540998	563675	PredictBias
NC_008600	563805	580069	PredictBias
NC_008600	584808	598646	PredictBias
NC_008600	604793	609116	PredictBias
NC_008600	641522	648731	PredictBias
NC_008600	666351	678672	PredictBias
