Accession_number	Start	End	Prediction_method
NC_006086.1	37822	75224	Islandpath-Dimob
NC_006086.1	469780	484371	Islandpath-Dimob
NC_006086.1	985333	999620	Islandpath-Dimob
NC_006086.1	1117148	1184722	Islandpath-Dimob
NC_006086.1	1349114	1365449	Islandpath-Dimob
NC_006086.1	1653804	1658390	Islandpath-Dimob
NC_010322.1	1152	51387	Islandpath-Dimob
NC_010322.1	548757	607980	Islandpath-Dimob
NC_010322.1	770668	785511	Islandpath-Dimob
NC_010322.1	1513597	1553540	Islandpath-Dimob
NC_010322.1	1823952	1864300	Islandpath-Dimob
NC_010322.1	3322569	3353258	Islandpath-Dimob
NC_010322.1	3831444	3889702	Islandpath-Dimob
NC_010322.1	4008160	4017349	Islandpath-Dimob
NC_010322.1	4232126	4252315	Islandpath-Dimob
NC_010322.1	4628151	4676314	Islandpath-Dimob
NC_010322.1	5350717	5387236	Islandpath-Dimob
NC_010322.1	6045373	6068716	Islandpath-Dimob
NC_009074.1	97676	109972	Islandpath-Dimob
NC_009074.1	130570	137707	Islandpath-Dimob
NC_009074.1	1085121	1107710	Islandpath-Dimob
NC_009074.1	1475391	1492437	Islandpath-Dimob
NC_009074.1	1544522	1579597	Islandpath-Dimob
NC_009074.1	2121760	2138336	Islandpath-Dimob
NC_009074.1	2778565	2784808	Islandpath-Dimob
NC_009074.1	2919990	2930414	Islandpath-Dimob
NC_009074.1	2973023	3003802	Islandpath-Dimob
NC_009074.1	3412578	3435277	Islandpath-Dimob
NC_009074.1	3559211	3578147	Islandpath-Dimob
NC_009074.1	3794357	3815441	Islandpath-Dimob
NC_002944.2	21303	41242	Islandpath-Dimob
NC_002944.2	116042	123751	Islandpath-Dimob
NC_002944.2	157819	164530	Islandpath-Dimob
NC_002944.2	606153	629928	Islandpath-Dimob
NC_002944.2	880661	890442	Islandpath-Dimob
NC_002944.2	1931389	1938824	Islandpath-Dimob
NC_002944.2	2378957	2391828	Islandpath-Dimob
NC_002944.2	2741200	2763562	Islandpath-Dimob
NC_002944.2	2890053	2900570	Islandpath-Dimob
NC_002944.2	3084580	3106704	Islandpath-Dimob
NC_002944.2	3177345	3183485	Islandpath-Dimob
NC_002944.2	3412039	3424094	Islandpath-Dimob
NC_002944.2	4260907	4268745	Islandpath-Dimob
NC_010582.1	980991	995621	Islandpath-Dimob
NC_010582.1	1400002	1411514	Islandpath-Dimob
NC_010582.1	1448401	1456707	Islandpath-Dimob
NC_010582.1	1717890	1741379	Islandpath-Dimob
NC_010582.1	1767123	1774518	Islandpath-Dimob
NC_010582.1	2178977	2187059	Islandpath-Dimob
NC_003923.1	637142	645469	Islandpath-Dimob
NC_003923.1	846127	864845	Islandpath-Dimob
NC_003923.1	1309146	1316026	Islandpath-Dimob
NC_003923.1	1533591	1570692	Islandpath-Dimob
NC_003923.1	1890800	1905218	Islandpath-Dimob
NC_003923.1	2046033	2050959	Islandpath-Dimob
NC_003923.1	2072436	2088749	Islandpath-Dimob
NC_006155.1	1354372	1360422	Islandpath-Dimob
NC_006155.1	1912774	1950912	Islandpath-Dimob
NC_006155.1	2107368	2111223	Islandpath-Dimob
NC_006155.1	2121612	2130148	Islandpath-Dimob
NC_006155.1	2152792	2163737	Islandpath-Dimob
NC_006155.1	2185096	2191068	Islandpath-Dimob
NC_006155.1	2198746	2243274	Islandpath-Dimob
NC_006155.1	2898099	2907220	Islandpath-Dimob
NC_006155.1	3676819	3717311	Islandpath-Dimob
NC_006155.1	3999120	4015573	Islandpath-Dimob
NC_006155.1	4615019	4637633	Islandpath-Dimob
NC_007613.1	232625	256986	Islandpath-Dimob
NC_007613.1	642318	667714	Islandpath-Dimob
NC_007613.1	763276	789320	Islandpath-Dimob
NC_007613.1	868813	882583	Islandpath-Dimob
NC_007613.1	980533	1004267	Islandpath-Dimob
NC_007613.1	1037181	1056367	Islandpath-Dimob
NC_007613.1	1136350	1148603	Islandpath-Dimob
NC_007613.1	1182899	1205031	Islandpath-Dimob
NC_007613.1	1248436	1260786	Islandpath-Dimob
NC_007613.1	1375999	1379853	Islandpath-Dimob
NC_007613.1	1388152	1392930	Islandpath-Dimob
NC_007613.1	1603971	1621965	Islandpath-Dimob
NC_007613.1	1678253	1696315	Islandpath-Dimob
NC_007613.1	1728571	1735399	Islandpath-Dimob
NC_007613.1	1895962	1910950	Islandpath-Dimob
NC_007613.1	2030855	2065452	Islandpath-Dimob
NC_007613.1	2157694	2168974	Islandpath-Dimob
NC_007613.1	2487875	2494105	Islandpath-Dimob
NC_007613.1	3242636	3251931	Islandpath-Dimob
NC_007613.1	3267276	3314447	Islandpath-Dimob
NC_007613.1	3495756	3502306	Islandpath-Dimob
NC_007613.1	3615320	3624409	Islandpath-Dimob
NC_007613.1	3660725	3667102	Islandpath-Dimob
NC_007613.1	3750134	3775963	Islandpath-Dimob
NC_007613.1	4191400	4230126	Islandpath-Dimob
NC_007613.1	4382137	4422053	Islandpath-Dimob
NC_002516.2	692898	707366	Islandpath-Dimob
NC_002516.2	782570	792993	Islandpath-Dimob
NC_010334.1	613404	634089	Islandpath-Dimob
NC_010334.1	1565690	1622356	Islandpath-Dimob
NC_010334.1	2136106	2154801	Islandpath-Dimob
NC_010334.1	2248372	2264458	Islandpath-Dimob
NC_010334.1	4188188	4197418	Islandpath-Dimob
NC_010334.1	4930941	4951938	Islandpath-Dimob
NC_008595.1	252926	294921	Islandpath-Dimob
NC_008595.1	316423	326793	Islandpath-Dimob
NC_008595.1	535473	544558	Islandpath-Dimob
NC_008595.1	1182284	1193196	Islandpath-Dimob
NC_008595.1	1415193	1421257	Islandpath-Dimob
NC_008595.1	1436786	1463365	Islandpath-Dimob
NC_008595.1	2222134	2241163	Islandpath-Dimob
NC_008595.1	2258623	2270418	Islandpath-Dimob
NC_008595.1	2683125	2692434	Islandpath-Dimob
NC_008595.1	2934861	2944363	Islandpath-Dimob
NC_008595.1	3750835	3759509	Islandpath-Dimob
NC_008595.1	3859323	3873888	Islandpath-Dimob
NC_008595.1	5171397	5191315	Islandpath-Dimob
NC_008595.1	5233926	5252076	Islandpath-Dimob
NC_009487.1	43078	56553	Islandpath-Dimob
NC_009487.1	362475	387459	Islandpath-Dimob
NC_009487.1	920563	943069	Islandpath-Dimob
NC_009487.1	1076311	1118683	Islandpath-Dimob
NC_009487.1	1262910	1267457	Islandpath-Dimob
NC_009487.1	1808402	1817357	Islandpath-Dimob
NC_009487.1	2128785	2134815	Islandpath-Dimob
NC_009487.1	2154094	2171515	Islandpath-Dimob
NC_010551.1	408075	456572	Islandpath-Dimob
NC_010551.1	1596407	1618886	Islandpath-Dimob
NC_010551.1	2014724	2021228	Islandpath-Dimob
NC_008577.1	1455552	1503399	Islandpath-Dimob
NC_008577.1	2120377	2143714	Islandpath-Dimob
NC_008577.1	2510700	2535403	Islandpath-Dimob
NC_008577.1	3126236	3151272	Islandpath-Dimob
NC_008577.1	4539288	4553277	Islandpath-Dimob
NC_008577.1	4614586	4640873	Islandpath-Dimob
NC_000907.1	1559375	1569815	Islandpath-Dimob
NC_005773.3	108096	164357	Islandpath-Dimob
NC_005773.3	206255	221149	Islandpath-Dimob
NC_005773.3	699939	740140	Islandpath-Dimob
NC_005773.3	868016	931868	Islandpath-Dimob
NC_005773.3	1338288	1351292	Islandpath-Dimob
NC_005773.3	1848101	1866061	Islandpath-Dimob
NC_005773.3	2169297	2204349	Islandpath-Dimob
NC_005773.3	2643894	2654652	Islandpath-Dimob
NC_005773.3	3227288	3240978	Islandpath-Dimob
NC_005773.3	3855582	3872186	Islandpath-Dimob
NC_005773.3	4033627	4042295	Islandpath-Dimob
NC_005773.3	4289013	4302047	Islandpath-Dimob
NC_005773.3	4801653	4822432	Islandpath-Dimob
NC_005773.3	4899816	4937788	Islandpath-Dimob
NC_005773.3	5169701	5192009	Islandpath-Dimob
NC_005773.3	5623649	5664533	Islandpath-Dimob
NC_007778.1	1057231	1075747	Islandpath-Dimob
NC_007778.1	1841162	1872994	Islandpath-Dimob
NC_007778.1	3097091	3107265	Islandpath-Dimob
NC_007778.1	3452086	3505351	Islandpath-Dimob
NC_007778.1	3752712	3808153	Islandpath-Dimob
NC_007778.1	3972609	3990679	Islandpath-Dimob
NC_007778.1	5105694	5117240	Islandpath-Dimob
NC_004741.1	234959	258300	Islandpath-Dimob
NC_004741.1	277665	302255	Islandpath-Dimob
NC_004741.1	315192	327223	Islandpath-Dimob
NC_004741.1	373190	386746	Islandpath-Dimob
NC_004741.1	706457	749368	Islandpath-Dimob
NC_004741.1	893482	940853	Islandpath-Dimob
NC_004741.1	1098475	1107232	Islandpath-Dimob
NC_004741.1	1662705	1679378	Islandpath-Dimob
NC_004741.1	1881248	1920444	Islandpath-Dimob
NC_004741.1	2017747	2035627	Islandpath-Dimob
NC_004741.1	2053693	2071061	Islandpath-Dimob
NC_004741.1	2534542	2539239	Islandpath-Dimob
NC_004741.1	2596891	2608269	Islandpath-Dimob
NC_004741.1	2678171	2687048	Islandpath-Dimob
NC_004741.1	2941000	2951984	Islandpath-Dimob
NC_004741.1	3044913	3092534	Islandpath-Dimob
NC_004741.1	3937765	3961035	Islandpath-Dimob
NC_004741.1	4165810	4178391	Islandpath-Dimob
NC_004741.1	4324929	4349549	Islandpath-Dimob
NC_007434.1	116708	125525	Islandpath-Dimob
NC_007434.1	323823	331726	Islandpath-Dimob
NC_007434.1	791615	811613	Islandpath-Dimob
NC_007434.1	1006575	1019576	Islandpath-Dimob
NC_007434.1	1315463	1345103	Islandpath-Dimob
NC_007434.1	1715149	1825972	Islandpath-Dimob
NC_007434.1	1834189	1857840	Islandpath-Dimob
NC_007434.1	1910603	1940737	Islandpath-Dimob
NC_007434.1	2390882	2415769	Islandpath-Dimob
NC_007434.1	3705828	3712422	Islandpath-Dimob
NC_007434.1	3976762	4019549	Islandpath-Dimob
NC_007434.1	4088594	4122007	Islandpath-Dimob
NC_010184.1	910580	927994	Islandpath-Dimob
NC_010184.1	1244345	1268243	Islandpath-Dimob
NC_010184.1	2082601	2100058	Islandpath-Dimob
NC_010184.1	3157632	3184532	Islandpath-Dimob
NC_010184.1	3435442	3479698	Islandpath-Dimob
NC_010184.1	3486322	3517306	Islandpath-Dimob
NC_010184.1	3523817	3534612	Islandpath-Dimob
NC_010184.1	3630402	3636404	Islandpath-Dimob
NC_010184.1	3680505	3705648	Islandpath-Dimob
NC_008321.1	2003786	2045251	Islandpath-Dimob
NC_008321.1	2922598	2935558	Islandpath-Dimob
NC_008321.1	3321967	3333409	Islandpath-Dimob
NC_008321.1	3819747	3840773	Islandpath-Dimob
NC_009485.1	587239	614778	Islandpath-Dimob
NC_009485.1	1289660	1329693	Islandpath-Dimob
NC_009485.1	1491174	1508263	Islandpath-Dimob
NC_009485.1	1589377	1661939	Islandpath-Dimob
NC_009485.1	4388736	4393802	Islandpath-Dimob
NC_009485.1	5104851	5113041	Islandpath-Dimob
NC_009485.1	5175004	5212479	Islandpath-Dimob
NC_009485.1	6611879	6633704	Islandpath-Dimob
NC_009485.1	6847233	6902827	Islandpath-Dimob
NC_009485.1	7025841	7063798	Islandpath-Dimob
NC_009485.1	7615025	7676834	Islandpath-Dimob
NC_009485.1	8119994	8203084	Islandpath-Dimob
NC_007946.1	293697	325451	Islandpath-Dimob
NC_007946.1	1242599	1293761	Islandpath-Dimob
NC_007946.1	1389679	1395708	Islandpath-Dimob
NC_007946.1	1403181	1425373	Islandpath-Dimob
NC_007946.1	2118501	2219216	Islandpath-Dimob
NC_007946.1	2593842	2623931	Islandpath-Dimob
NC_007946.1	2626405	2634913	Islandpath-Dimob
NC_007946.1	2894203	2915889	Islandpath-Dimob
NC_007946.1	2925202	2951645	Islandpath-Dimob
NC_007946.1	4779745	4860021	Islandpath-Dimob
NC_007946.1	4879325	4899640	Islandpath-Dimob
NC_007946.1	4994736	5021478	Islandpath-Dimob
NC_003047.1	538087	556690	Islandpath-Dimob
NC_003047.1	656466	684321	Islandpath-Dimob
NC_003047.1	1148609	1164316	Islandpath-Dimob
NC_003047.1	2168568	2187110	Islandpath-Dimob
NC_003047.1	3328092	3460433	Islandpath-Dimob
NC_009445.1	466001	500661	Islandpath-Dimob
NC_009445.1	828403	853998	Islandpath-Dimob
NC_009445.1	1316372	1370583	Islandpath-Dimob
NC_009445.1	3243184	3282050	Islandpath-Dimob
NC_009445.1	3462625	3471063	Islandpath-Dimob
NC_009445.1	3787823	3805173	Islandpath-Dimob
NC_009445.1	6627233	6673831	Islandpath-Dimob
NC_009445.1	6730219	6733664	Islandpath-Dimob
NC_009445.1	7193250	7237304	Islandpath-Dimob
NC_009445.1	7366577	7380670	Islandpath-Dimob
NC_010501.1	3081	52807	Islandpath-Dimob
NC_010501.1	726958	761442	Islandpath-Dimob
NC_010501.1	911510	935662	Islandpath-Dimob
NC_010501.1	1444256	1466397	Islandpath-Dimob
NC_010501.1	2522997	2553918	Islandpath-Dimob
NC_010501.1	2596797	2611151	Islandpath-Dimob
NC_010501.1	2620733	2633095	Islandpath-Dimob
NC_010501.1	3992949	4009097	Islandpath-Dimob
NC_010501.1	4369635	4379548	Islandpath-Dimob
NC_010501.1	4386482	4394891	Islandpath-Dimob
NC_010501.1	4790924	4796091	Islandpath-Dimob
NC_010501.1	4990419	5011046	Islandpath-Dimob
NC_010501.1	5735656	5763867	Islandpath-Dimob
NC_003198.1	1008747	1052755	Islandpath-Dimob
NC_003198.1	1083320	1088670	Islandpath-Dimob
NC_003198.1	1539260	1574581	Islandpath-Dimob
NC_003198.1	1776009	1792863	Islandpath-Dimob
NC_003198.1	1875015	1934286	Islandpath-Dimob
NC_003198.1	2760910	2770564	Islandpath-Dimob
NC_003198.1	3039474	3064366	Islandpath-Dimob
NC_003198.1	3514746	3551461	Islandpath-Dimob
NC_003198.1	4405069	4512553	Islandpath-Dimob
NC_003198.1	4519050	4537533	Islandpath-Dimob
NC_003198.1	4680830	4717491	Islandpath-Dimob
NC_004368.1	229590	236836	Islandpath-Dimob
NC_004368.1	609948	622518	Islandpath-Dimob
NC_008258.1	230987	262138	Islandpath-Dimob
NC_008258.1	266410	293248	Islandpath-Dimob
NC_008258.1	752016	784662	Islandpath-Dimob
NC_008258.1	932840	943821	Islandpath-Dimob
NC_008258.1	1010936	1018328	Islandpath-Dimob
NC_008258.1	1110352	1124873	Islandpath-Dimob
NC_008258.1	1413431	1438281	Islandpath-Dimob
NC_008258.1	1571528	1585730	Islandpath-Dimob
NC_008258.1	1810274	1818706	Islandpath-Dimob
NC_008258.1	1883130	1888199	Islandpath-Dimob
NC_008258.1	1912671	1951486	Islandpath-Dimob
NC_008258.1	2051265	2062750	Islandpath-Dimob
NC_008258.1	2216209	2227632	Islandpath-Dimob
NC_008258.1	2451281	2474534	Islandpath-Dimob
NC_008258.1	2550886	2556891	Islandpath-Dimob
NC_008258.1	2680289	2691226	Islandpath-Dimob
NC_008258.1	2762026	2806076	Islandpath-Dimob
NC_008258.1	2911148	2919878	Islandpath-Dimob
NC_008258.1	3383454	3409658	Islandpath-Dimob
NC_008258.1	3556023	3567769	Islandpath-Dimob
NC_008258.1	3587048	3600926	Islandpath-Dimob
NC_008258.1	3705574	3713831	Islandpath-Dimob
NC_008258.1	3946873	3962763	Islandpath-Dimob
NC_008390.1	988626	1006101	Islandpath-Dimob
NC_008390.1	1537065	1545798	Islandpath-Dimob
NC_008390.1	2063367	2072760	Islandpath-Dimob
NC_008390.1	2159098	2217324	Islandpath-Dimob
NC_008390.1	2648693	2685825	Islandpath-Dimob
NC_004116.1	229068	234365	Islandpath-Dimob
NC_004116.1	555617	576861	Islandpath-Dimob
NC_004116.1	1827988	1867217	Islandpath-Dimob
NC_004116.1	1986010	2009613	Islandpath-Dimob
NC_004116.1	2091036	2100712	Islandpath-Dimob
NC_004431.1	125318	139567	Islandpath-Dimob
NC_004431.1	249690	350022	Islandpath-Dimob
NC_004431.1	910450	914253	Islandpath-Dimob
NC_004431.1	923680	940385	Islandpath-Dimob
NC_004431.1	1155160	1240896	Islandpath-Dimob
NC_004431.1	1332912	1371774	Islandpath-Dimob
NC_004431.1	1401470	1424456	Islandpath-Dimob
NC_004431.1	1432543	1447564	Islandpath-Dimob
NC_004431.1	2194512	2216563	Islandpath-Dimob
NC_004431.1	2319367	2368435	Islandpath-Dimob
NC_004431.1	3012701	3061417	Islandpath-Dimob
NC_004431.1	3406498	3531002	Islandpath-Dimob
NC_004431.1	4290662	4305083	Islandpath-Dimob
NC_004431.1	4915594	4967870	Islandpath-Dimob
NC_006350.1	97743	106658	Islandpath-Dimob
NC_006350.1	150443	155388	Islandpath-Dimob
NC_006350.1	597179	653746	Islandpath-Dimob
NC_006350.1	847843	900600	Islandpath-Dimob
NC_006350.1	1089651	1113701	Islandpath-Dimob
NC_006350.1	1330589	1337464	Islandpath-Dimob
NC_006350.1	1912675	1996689	Islandpath-Dimob
NC_006350.1	2296086	2302075	Islandpath-Dimob
NC_006350.1	3710101	3728414	Islandpath-Dimob
NC_006350.1	3868783	3889477	Islandpath-Dimob
NC_006350.1	3962264	3977124	Islandpath-Dimob
NC_007146.2	118869	151280	Islandpath-Dimob
NC_007146.2	404793	408528	Islandpath-Dimob
NC_007146.2	650436	656199	Islandpath-Dimob
NC_007146.2	1409750	1425169	Islandpath-Dimob
NC_007146.2	1431654	1443967	Islandpath-Dimob
NC_007146.2	1572874	1584516	Islandpath-Dimob
NC_007146.2	1713874	1721618	Islandpath-Dimob
NC_008022.1	181621	185400	Islandpath-Dimob
NC_008022.1	532159	570665	Islandpath-Dimob
NC_008022.1	772890	778529	Islandpath-Dimob
NC_008022.1	786428	808998	Islandpath-Dimob
NC_008022.1	1260184	1266806	Islandpath-Dimob
NC_008022.1	1274674	1292872	Islandpath-Dimob
NC_008022.1	1835796	1848301	Islandpath-Dimob
NC_008022.1	1862031	1878542	Islandpath-Dimob
NC_009708.1	58771	65515	Islandpath-Dimob
NC_009708.1	697510	719240	Islandpath-Dimob
NC_009708.1	911931	937113	Islandpath-Dimob
NC_009708.1	2514206	2522453	Islandpath-Dimob
NC_009708.1	2532348	2546750	Islandpath-Dimob
NC_009708.1	2868831	2876470	Islandpath-Dimob
NC_009708.1	3302788	3319709	Islandpath-Dimob
NC_009708.1	4342725	4406157	Islandpath-Dimob
NC_006511.1	1066823	1090577	Islandpath-Dimob
NC_006511.1	1256896	1265309	Islandpath-Dimob
NC_006511.1	2095830	2108916	Islandpath-Dimob
NC_006511.1	2473058	2523852	Islandpath-Dimob
NC_006511.1	2545075	2592342	Islandpath-Dimob
NC_006511.1	2662208	2728985	Islandpath-Dimob
NC_006511.1	3001413	3014910	Islandpath-Dimob
NC_006511.1	3624053	3631279	Islandpath-Dimob
NC_007958.1	7691	49962	Islandpath-Dimob
NC_007958.1	831935	855832	Islandpath-Dimob
NC_007958.1	917784	933618	Islandpath-Dimob
NC_007958.1	2203309	2221476	Islandpath-Dimob
NC_007958.1	4049364	4091076	Islandpath-Dimob
NC_007958.1	4372235	4428801	Islandpath-Dimob
NC_007530.2	457299	466200	Islandpath-Dimob
NC_007530.2	996896	1005454	Islandpath-Dimob
NC_007530.2	2042688	2063936	Islandpath-Dimob
NC_007530.2	2155218	2173968	Islandpath-Dimob
NC_007530.2	3455983	3506998	Islandpath-Dimob
NC_007530.2	3746085	3751419	Islandpath-Dimob
NC_007530.2	3767546	3781612	Islandpath-Dimob
NC_007793.1	652632	661841	Islandpath-Dimob
NC_007793.1	880319	895129	Islandpath-Dimob
NC_007793.1	1550380	1591938	Islandpath-Dimob
NC_007793.1	1925886	1942058	Islandpath-Dimob
NC_007793.1	2084486	2127649	Islandpath-Dimob
NC_007793.1	2288286	2301480	Islandpath-Dimob
NC_008253.1	295883	382149	Islandpath-Dimob
NC_008253.1	1188067	1192769	Islandpath-Dimob
NC_008253.1	1199937	1243815	Islandpath-Dimob
NC_008253.1	1943750	1970980	Islandpath-Dimob
NC_008253.1	2019781	2119070	Islandpath-Dimob
NC_008253.1	2834033	2849725	Islandpath-Dimob
NC_008253.1	3128357	3197909	Islandpath-Dimob
NC_008253.1	3548081	3590145	Islandpath-Dimob
NC_008253.1	3948173	4024998	Islandpath-Dimob
NC_008253.1	4736780	4797766	Islandpath-Dimob
NC_008253.1	4817864	4837606	Islandpath-Dimob
NC_004606.1	466394	483808	Islandpath-Dimob
NC_004606.1	546976	582324	Islandpath-Dimob
NC_004606.1	626875	645882	Islandpath-Dimob
NC_004606.1	881373	896224	Islandpath-Dimob
NC_004606.1	902305	920074	Islandpath-Dimob
NC_004606.1	1131803	1141706	Islandpath-Dimob
NC_008463.1	1306410	1332345	Islandpath-Dimob
NC_008463.1	1918863	1944257	Islandpath-Dimob
NC_008463.1	3180518	3203563	Islandpath-Dimob
NC_008463.1	4345187	4360276	Islandpath-Dimob
NC_008463.1	4750206	4760960	Islandpath-Dimob
NC_008463.1	5292765	5308010	Islandpath-Dimob
NC_010612.1	746667	777853	Islandpath-Dimob
NC_010612.1	1201223	1244282	Islandpath-Dimob
NC_010612.1	1736726	1756425	Islandpath-Dimob
NC_010612.1	1910536	1935738	Islandpath-Dimob
NC_010612.1	2565097	2574443	Islandpath-Dimob
NC_010612.1	3562424	3596377	Islandpath-Dimob
NC_010612.1	3822940	3847667	Islandpath-Dimob
NC_010612.1	4396088	4428859	Islandpath-Dimob
NC_010612.1	4832247	4838563	Islandpath-Dimob
NC_010612.1	4846248	4863188	Islandpath-Dimob
NC_010612.1	5303248	5327668	Islandpath-Dimob
NC_010612.1	5457504	5472029	Islandpath-Dimob
NC_010612.1	5629223	5648437	Islandpath-Dimob
NC_010612.1	5896293	5902336	Islandpath-Dimob
NC_008060.1	311458	356900	Islandpath-Dimob
NC_008060.1	482937	497869	Islandpath-Dimob
NC_008060.1	904269	924173	Islandpath-Dimob
NC_008060.1	1128227	1137277	Islandpath-Dimob
NC_008060.1	1185989	1196110	Islandpath-Dimob
NC_008060.1	1344699	1360873	Islandpath-Dimob
NC_008060.1	1934646	1969388	Islandpath-Dimob
NC_008060.1	2805403	2818743	Islandpath-Dimob
NC_008060.1	2901452	2937674	Islandpath-Dimob
NC_008060.1	3155952	3199829	Islandpath-Dimob
NC_009800.1	235666	268935	Islandpath-Dimob
NC_009800.1	293301	360698	Islandpath-Dimob
NC_009800.1	372935	381023	Islandpath-Dimob
NC_009800.1	754812	765590	Islandpath-Dimob
NC_009800.1	918700	921199	Islandpath-Dimob
NC_009800.1	928572	946792	Islandpath-Dimob
NC_009800.1	2028825	2032754	Islandpath-Dimob
NC_009800.1	2062021	2081361	Islandpath-Dimob
NC_009800.1	2100993	2125215	Islandpath-Dimob
NC_009800.1	2651225	2671710	Islandpath-Dimob
NC_010167.1	342436	363788	Islandpath-Dimob
NC_010167.1	522839	542062	Islandpath-Dimob
NC_010167.1	806137	821378	Islandpath-Dimob
NC_010167.1	1285716	1294671	Islandpath-Dimob
NC_008024.1	396693	409883	Islandpath-Dimob
NC_008024.1	549558	586012	Islandpath-Dimob
NC_008024.1	804157	809796	Islandpath-Dimob
NC_008024.1	817694	840264	Islandpath-Dimob
NC_008024.1	1224769	1231218	Islandpath-Dimob
NC_008024.1	1619589	1681805	Islandpath-Dimob
NC_008024.1	1689228	1692992	Islandpath-Dimob
NC_008024.1	1866069	1874658	Islandpath-Dimob
NC_009052.1	672343	690825	Islandpath-Dimob
NC_009052.1	1218350	1228935	Islandpath-Dimob
NC_009052.1	1313781	1322837	Islandpath-Dimob
NC_009052.1	1447185	1481385	Islandpath-Dimob
NC_009052.1	1541921	1546936	Islandpath-Dimob
NC_009052.1	1836861	1881208	Islandpath-Dimob
NC_009052.1	1909525	1940556	Islandpath-Dimob
NC_009052.1	2101305	2124007	Islandpath-Dimob
NC_009052.1	2246638	2299775	Islandpath-Dimob
NC_009052.1	2691659	2703075	Islandpath-Dimob
NC_009052.1	3103017	3117107	Islandpath-Dimob
NC_009052.1	4121266	4140258	Islandpath-Dimob
NC_009052.1	4163402	4187499	Islandpath-Dimob
NC_009052.1	4211201	4224273	Islandpath-Dimob
NC_009052.1	4414308	4421078	Islandpath-Dimob
NC_009052.1	4640837	4666421	Islandpath-Dimob
NC_009052.1	4900093	4915861	Islandpath-Dimob
NC_009052.1	5045348	5060748	Islandpath-Dimob
NC_009052.1	5069900	5116974	Islandpath-Dimob
NC_009438.1	177414	207349	Islandpath-Dimob
NC_009438.1	217342	252394	Islandpath-Dimob
NC_009438.1	262248	286681	Islandpath-Dimob
NC_009438.1	2478106	2513330	Islandpath-Dimob
NC_009438.1	3026443	3039227	Islandpath-Dimob
NC_009438.1	3345630	3357321	Islandpath-Dimob
NC_009438.1	3379625	3395069	Islandpath-Dimob
NC_009438.1	4109328	4136830	Islandpath-Dimob
NC_009438.1	4450302	4462548	Islandpath-Dimob
NC_009438.1	4556700	4588293	Islandpath-Dimob
NC_009438.1	4598146	4632887	Islandpath-Dimob
NC_008023.1	10920	35307	Islandpath-Dimob
NC_008023.1	545311	553836	Islandpath-Dimob
NC_008023.1	817190	821230	Islandpath-Dimob
NC_008023.1	1400966	1421609	Islandpath-Dimob
NC_009901.1	192087	250924	Islandpath-Dimob
NC_009901.1	450125	462428	Islandpath-Dimob
NC_009901.1	1523743	1565973	Islandpath-Dimob
NC_009901.1	1812476	1850450	Islandpath-Dimob
NC_009901.1	4022996	4056761	Islandpath-Dimob
NC_009901.1	4499588	4523162	Islandpath-Dimob
NC_009901.1	4821524	4841437	Islandpath-Dimob
